apt-type,city,address,rooms,floor,size,price,apt-link,attributes
דופלקס,נהריה,ז'בוטינסקי 39,6,9,215,7150,https://www.yad2.co.il/realestate/item/zq7gjnm6?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=27,"2 מרפסות, ממ""ד, חניה"
דירה,קרית ביאליק,חיים 50,5,9,159,6200,https://www.yad2.co.il/realestate/item/75rl5ncg?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=27,"2 מרפסות, ממ""ד, חניה"
דירה,אשדוד,יוספטל 5,3,4,60,3000,https://www.yad2.co.il/realestate/item/by6jvmee?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=27,"נוף פתוח לפארק, חבל לפספס, בהזדמנות"
דירה,תל אביב יפו,מתתיהו שוהם 13,2,קרקע,60,4700,https://www.yad2.co.il/realestate/item/o2ogk3sc?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=27,"נכס עורפי, חבל לפספס, בהזדמנות"
דירה,בני ברק,הרב דנגור 6,2.5,4,70,4200,https://www.yad2.co.il/realestate/item/7zgrk3nh?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=27,"נוף פתוח לעיר, חניה, נכס חדש"
בית פרטי/ קוטג',יעד,מלא כרימון 1,6,קרקע,500,8500,https://www.yad2.co.il/realestate/item/ymsad2wf?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=27,"4 מרפסות, 3 כיווני אוויר, חניה"
דירה,חיפה,יצחק אלחנן 16,3,2,75,6800,https://www.yad2.co.il/realestate/item/mm7ilt6p?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=27,"ממ""ד, חניה, חדש מקבלן"
דירה,בית שמש,ירמיהו הנביא 20,5,3,105,6500,https://www.yad2.co.il/realestate/item/2p4kdnl8?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=27,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,ירושלים,בני בתירא 15,3.5,3,80,7750,https://www.yad2.co.il/realestate/item/oerz992k?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=27,"2 מרפסות, נוף פתוח לעיר, חניה"
דירה,באר שבע,בני אור 20,2,קרקע,45,2700,https://www.yad2.co.il/realestate/item/b3csbwgf?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=27,"ייחודי, חבל לפספס, בהזדמנות"
מרתף/ פרטר,בית שמש,דבורה הנביאה 4,1,קרקע,16,2000,https://www.yad2.co.il/realestate/item/88pju8jn?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=27,"נכס חדש, חבל לפספס, בהזדמנות"
דירה,יבנה,עוזי חיטמן 1,6,4,174,8000,https://www.yad2.co.il/realestate/item/zxeg00pb?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=27,"3 חדרי מקלחת, ממ""ד, חניה"
דירה,רמת השרון,החלוץ 42,5,12,145,10500,https://www.yad2.co.il/realestate/item/jvr53x4p?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=27,"ממ""ד, 4 כיווני אוויר, חניה"
בית פרטי/ קוטג',בית לחם הגלילית,השדרה הטמפלרית 14,5,קרקע,120,6900,https://www.yad2.co.il/realestate/item/36kq400o?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=28,"ממ""ד, 4 כיווני אוויר, חניה"
דירה,הרצליה,אחד העם 28,5,3,180,9700,https://www.yad2.co.il/realestate/item/w9cmlwvm?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=28,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
גג/ פנטהאוז,בת ים,יהודה הלוי 9,4,4,120,6600,https://www.yad2.co.il/realestate/item/3l5wu7yu?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=28,"3 כיווני אוויר, נוף פתוח לעיר, חניה"
דירה,חולון,הר הצופים 43,3,1,70,4350,https://www.yad2.co.il/realestate/item/gwo4kiz7?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=28,"3 כיווני אוויר, נוף פתוח לעיר, בניין משופץ"
דירה,חיפה,דרך צרפת 56,2.5,3,45,2800,https://www.yad2.co.il/realestate/item/myjoohw2?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=28,"נוף פתוח לפארק, קרוב לים, בהזדמנות"
דירה,חולון,וולפסון 13,3.5,2,65,5100,https://www.yad2.co.il/realestate/item/hnf6jqd0?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=28,"נכס עורפי, משופצת אדריכלית, בניין משופץ"
דירה,אשדוד,"אח""י אילת 13",3,4,60,3500,https://www.yad2.co.il/realestate/item/9pg3shhv?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=28,"נוף פתוח לעיר, נכס עורפי, קרוב לים"
דירה,נתניה,לויתן 1,6,18,165,12500,https://www.yad2.co.il/realestate/item/8cght8xz?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=28,"3 כיווני אוויר, חניה, חדש מקבלן"
דירה,נתניה,"ד""ר זמנהוף 10",4.5,5,113,5950,https://www.yad2.co.il/realestate/item/8v4tpgaa?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=28,"3 כיווני אוויר, נוף פתוח לפארק, חניה"
דירה,תל אביב יפו,מעפילי אגוז 15,4,3,102,4100,https://www.yad2.co.il/realestate/item/8t8545tu?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=28,"ממ""ד, חבל לפספס, בהזדמנות"
בית פרטי/ קוטג',חיבת ציון,מגשימים 13,6,קרקע,350,16000,https://www.yad2.co.il/realestate/item/m3vm8zov?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=28,"3 חדרי מקלחת, 4 כיווני אוויר, חניה"
יחידת דיור,אריאל,גדעון 5,2,קרקע,45,3200,https://www.yad2.co.il/realestate/item/m0softp5?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=28,"נכס עורפי, חבל לפספס, בהזדמנות"
תיירות ונופש,בת ים,דרך בן גוריון 99,2,10,45,600,https://www.yad2.co.il/realestate/item/uoo1waxj?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=28,"ממ""ד, נוף פתוח לים, חניה"
תיירות ונופש,בת ים,דרך בן גוריון 99,2,10,45,600,https://www.yad2.co.il/realestate/item/uoo1waxj?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=29,"ממ""ד, נוף פתוח לים, חניה"
יחידת דיור,נתניה,פרדריך הרמן קיש 12,2,קרקע,60,4300,https://www.yad2.co.il/realestate/item/sa04aqi9?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=29,"נכס חדש, מטבח גדול, בהזדמנות"
דו משפחתי,עפולה,הקונגרס הציוני 20,7,קרקע,290,7000,https://www.yad2.co.il/realestate/item/6uwopow3?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=29,"3 כיווני אוויר, בניין משופץ, קרוב לפארק"
דירת גן,עמנואל,"חת""ם סופר 19",5.5,קרקע,200,3200,https://www.yad2.co.il/realestate/item/4llkdzzh?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=29,"ממ""ד, נוף פתוח לעיר, בניין משופץ"
דירה,חולון,"הגר""א 13",3,3,68,5300,https://www.yad2.co.il/realestate/item/y3f676bl?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=29,"בניין משופץ, קרוב לפארק, בהזדמנות"
דירה,תל אביב יפו,יהודה הלוי 101,3,1,90,8500,https://www.yad2.co.il/realestate/item/085oki8y?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=29,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לעיר"
דירה,מגדל העמק,"כ""ט בנובמבר 1",5,2,122,4400,https://www.yad2.co.il/realestate/item/jk9oigi1?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=29,"ממ""ד, חניה, חדש מקבלן"
דירה,באר שבע,דרך המשחררים 94,2.5,3,60,2200,https://www.yad2.co.il/realestate/item/i74fosm3?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=29,"בניין משופץ, חבל לפספס, בהזדמנות"
בית פרטי/ קוטג',עלמון,עירית 70,5,קרקע,180,7800,https://www.yad2.co.il/realestate/item/l1n39v7k?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=29,"3 מרפסות, 4 כיווני אוויר, חניה"
דירה,תל אביב יפו,החשמל 5,1,2,50,6000,https://www.yad2.co.il/realestate/item/9yxlhl77?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=29,"נכס עורפי, בניין משופץ, בהזדמנות"
דירה,נתניה,משפחת מלבסקי 7,6,9,150,10500,https://www.yad2.co.il/realestate/item/n3qe4b9p?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=29,"3 חדרי מקלחת, 4 כיווני אוויר, חניה"
דירה,ירושלים,אברהם לינקולן 9,4,2,100,9000,https://www.yad2.co.il/realestate/item/yhbxp1zk?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=29,"ייחודי, חבל לפספס, בהזדמנות"
דירה,תל אביב יפו,פרופסור ישעיהו ליבוביץ 22,4,3,112,8000,https://www.yad2.co.il/realestate/item/jd8wi2lk?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=29,"ממ""ד, נוף פתוח לפארק, חניה"
דירה,חיפה,י.ל. פרץ 17,2,1,50,2350,https://www.yad2.co.il/realestate/item/p0il418y?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=34,"2 מרפסות, 3 כיווני אוויר, נוף פתוח לעיר"
דירה,אור יהודה,כנען 8,5,11,207,8200,https://www.yad2.co.il/realestate/item/zai8pect?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=34,"ממ""ד, נוף פתוח לפארק, נכס חדש"
דירה,גבעת שמואל,ירושלים 12,5,10,160,9500,https://www.yad2.co.il/realestate/item/6ht8stks?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=34,"3 כיווני אוויר, חניה, חדש מקבלן"
יחידת דיור,באר שבע,גולומב 41,1,8,40,2200,https://www.yad2.co.il/realestate/item/kegtvbq7?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=34,"נוף פתוח לעיר, נכס חדש, בהזדמנות"
דירה,אשקלון,עולי הגרדום 9,3.5,1,70,2990,https://www.yad2.co.il/realestate/item/43tx7b4f?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=34,"קרוב לים, קרוב לפארק, ייחודי"
יחידת דיור,באר יעקב,ז'בוטינסקי 17,2,קרקע,37,3500,https://www.yad2.co.il/realestate/item/4rtad0c4?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=34,"ממ""ד, נכס חדש, בהזדמנות"
בית פרטי/ קוטג',חדרה,הברוש 6,6,קרקע,250,10500,https://www.yad2.co.il/realestate/item/6yuvi5u3?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=34,"3 חדרי מקלחת, ממ""ד, 3 כיווני אוויר"
גג/ פנטהאוז,חיפה,שפרעם 3,2,3,60,2650,https://www.yad2.co.il/realestate/item/g2wwol8b?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=34,"3 כיווני אוויר, נוף פתוח לפארק, בניין משופץ"
יחידת דיור,קרית ים,גולן 5,2,4,30,2400,https://www.yad2.co.il/realestate/item/hw4zmrqv?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=34,"נוף פתוח לים, קרוב לים, בהזדמנות"
דירה,תל אביב יפו,לבנדה 1,2.5,3,46,3800,https://www.yad2.co.il/realestate/item/19to14ww?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=34,"נוף פתוח לעיר, בניין משופץ, בהזדמנות"
דירה,באר שבע,טבנקין 38,3.5,קרקע,71,3000,https://www.yad2.co.il/realestate/item/xxnsob4z?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=34,"בניין משופץ, קרוב לפארק, בהזדמנות"
דירה,פתח תקווה,יצחק שדה 32,3,2,60,4300,https://www.yad2.co.il/realestate/item/q0h2894e?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=34,"3 כיווני אוויר, בניין משופץ, בהזדמנות"
דירה,תל אביב יפו,מנחם ארבר 29,4,1,91,7100,https://www.yad2.co.il/realestate/item/02vzylvv?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=34,"חניה, חבל לפספס, בהזדמנות"
דירה,נס ציונה,משה לרר 10,5,4,120,9200,https://www.yad2.co.il/realestate/item/sckvuea9?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=35,"ממ""ד, 3 כיווני אוויר, חניה"
דירה,חיפה,נחמיה 12,5.5,1,110,5500,https://www.yad2.co.il/realestate/item/natthygh?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=35,"3 כיווני אוויר, משופצת אדריכלית, בניין משופץ"
דירה,רמת גן,מטולה 11,2.5,2,50,4400,https://www.yad2.co.il/realestate/item/a42bhut7?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=35,"2 מרפסות, נוף פתוח לעיר, בהזדמנות"
דירה,רעננה,ארלוזורוב 18,5,4,136,9000,https://www.yad2.co.il/realestate/item/fgyn8ho6?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=35,"ממ""ד, חניה, נכס חדש"
דירה,בת ים,הרב ניסנבאום 37,3,23,98,9500,https://www.yad2.co.il/realestate/item/dedwk6k6?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=35,"3 כיווני אוויר, נוף פתוח לים, נכס חדש"
דו משפחתי,רמת גן,שדרות בן צבי 27,6,קרקע,500,15500,https://www.yad2.co.il/realestate/item/w5wjsoe1?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=35,"ממ""ד, 3 כיווני אוויר, בניין משופץ"
דירה,נתניה,אברהם קריניצי 4,3,1,72,4980,https://www.yad2.co.il/realestate/item/0o4y0qwd?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=35,"נוף פתוח לפארק, חניה, נכס עורפי"
דו משפחתי,נעלה,ברקת 28,5.5,קרקע,358,7500,https://www.yad2.co.il/realestate/item/rsy9yr89?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=35,"3 חדרי מקלחת, 3 כיווני אוויר, חניה"
סטודיו/ לופט,תל אביב יפו,"מזא""ה 79",1,קרקע,25,3800,https://www.yad2.co.il/realestate/item/vcyeq5rq?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=35,"נכס עורפי, בניין משופץ, קרוב לפארק"
סטודיו/ לופט,תל אביב יפו,חיים בן עטר 31,1,2,44,4500,https://www.yad2.co.il/realestate/item/9ouses52?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=35,
דירה,חיפה,התורן 28,2.5,3,75,3200,https://www.yad2.co.il/realestate/item/upvwgf4q?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=35,"2 מרפסות, נוף פתוח לים, קרוב לים"
