apt-type,city,address,rooms,floor,size,price,apt-link
דירה,חיפה,חניתה 37,1,0,31,2850,https://www.yad2.co.il/realestate/item/if39as2y?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=26
דירה,חיפה,יצחק אלחנן 16,3,2,75,6800,https://www.yad2.co.il/realestate/item/mm7ilt6p?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=27
דירה,חיפה,דרך צרפת 56,2.5,3,45,2800,https://www.yad2.co.il/realestate/item/myjoohw2?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=28
דירה,חיפה,י.ל. פרץ 17,2,1,50,2350,https://www.yad2.co.il/realestate/item/p0il418y?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=34
גג/ פנטהאוז,חיפה,שפרעם 3,2,3,60,2650,https://www.yad2.co.il/realestate/item/g2wwol8b?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=34
דירה,חיפה,נחמיה 12,5.5,1,110,5500,https://www.yad2.co.il/realestate/item/natthygh?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=35
דירה,חיפה,התורן 28,2.5,3,75,3200,https://www.yad2.co.il/realestate/item/upvwgf4q?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=35
דירה,חיפה,"גדנ""ע 4",3.5,3,80,3450,https://www.yad2.co.il/realestate/item/bdong8wo?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=36
דירה,חיפה,כורש 8,2,3,45,2000,https://www.yad2.co.il/realestate/item/jdk0x87r?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=36
דירה,חיפה,כורש 8,1,3,35,1700,https://www.yad2.co.il/realestate/item/6yzivw30?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=36
דירה,חיפה,השלום 17,2.5,2,45,2400,https://www.yad2.co.il/realestate/item/fxo5b2iq?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=37
דירה,חיפה,דרך הים 76,4,1,100,5500,https://www.yad2.co.il/realestate/item/qvmlrhke?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=37
דירה,חיפה,אורן 23,4,13,100,4000,https://www.yad2.co.il/realestate/item/pc2tl2l4?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=37
דירה,חיפה,"יל""ג 12",2.5,3,75,2200,https://www.yad2.co.il/realestate/item/6kgwu3de?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=39
דירה,חיפה,רענן 7,3,2,93,3200,https://www.yad2.co.il/realestate/item/o741issc?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=39
דירה,חיפה,ליאון בלום 27,3,0,70,2830,https://www.yad2.co.il/realestate/item/so0ukszq?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=40
דירה,חיפה,האסיף 21,4,2,85,4200,https://www.yad2.co.il/realestate/item/74m21vu9?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=42
יחידת דיור,חיפה,הגיבורים 71,2,2,27,1900,https://www.yad2.co.il/realestate/item/33r9hd89?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=42
דירה,חיפה,החשמל 74,2.5,2,55,2900,https://www.yad2.co.il/realestate/item/4iojhqqe?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=42
דירה,חיפה,פבזנר 2,1,2,50,2350,https://www.yad2.co.il/realestate/item/k2ojoznt?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=42
דירה,חיפה,ברזילי 7,2,1,60,1800,https://www.yad2.co.il/realestate/item/tlc5nym6?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=44
דירה,חיפה,הגיבורים 47,1.5,1,30,2400,https://www.yad2.co.il/realestate/item/zflza05l?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=45
דירת גן,חיפה,גבעת דאונס 35,3,0,125,6000,https://www.yad2.co.il/realestate/item/bpa6uvtw?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=46
דירה,חיפה,הרב מיימון 16,3,1,70,3300,https://www.yad2.co.il/realestate/item/g22i0952?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=48
דירה,חיפה,מלצ'ט 1,3,2,75,3900,https://www.yad2.co.il/realestate/item/rsoxjtjw?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=48
דירה,חיפה,שדרות הצבי 5,3,1,70,4400,https://www.yad2.co.il/realestate/item/d6504d1j?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=50
דירה,חיפה,הליבנה 1,4,2,100,4000,https://www.yad2.co.il/realestate/item/bf59zu06?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=50
דירה,חיפה,השלום 18,3.5,2,80,3200,https://www.yad2.co.il/realestate/item/2lia3e0s?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=52
דירה,חיפה,פאר 8,2,1,1,2950,https://www.yad2.co.il/realestate/item/71zeu45b?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=52
דירה,חיפה,יוחנן רטנר 41,3,4,70,2850,https://www.yad2.co.il/realestate/item/k8thovti?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=52
דירה,חיפה,זלמן שניאור 31,2.5,3,60,2800,https://www.yad2.co.il/realestate/item/bh1khr1r?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=53
דירה,חיפה,שדרות הנשיא טרומן 44,3,1,50,3000,https://www.yad2.co.il/realestate/item/zyvc5qa5?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=54
דירה,חיפה,מדרגות צפת 6,2.5,3,65,2400,https://www.yad2.co.il/realestate/item/mv9068qx?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=54
סאבלט,חיפה,גלבוע 44,3,0,120,6500,https://www.yad2.co.il/realestate/item/d8ffl4uo?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=56
דירה,חיפה,שדרות הנשיא טרומן 44,3,1,50,3000,https://www.yad2.co.il/realestate/item/zyvc5qa5?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=56
דירה,חיפה,דרך יד לבנים 180,2,3,35,2650,https://www.yad2.co.il/realestate/item/2rlfa05o?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=57
דירה,חיפה,שדרות אליהו גולומב 33,2,0,50,2100,https://www.yad2.co.il/realestate/item/1dk78bwe?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=58
דירה,חיפה,עין דור 11,4,12,75,5100,https://www.yad2.co.il/realestate/item/4bdbaw33?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=59
דירה,חיפה,"שדרות מח""ל 39",3,2,53,2850,https://www.yad2.co.il/realestate/item/zfjk3lsx?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=60
דירה,חיפה,סוקולוב 17,2,0,35,2300,https://www.yad2.co.il/realestate/item/08qwloyp?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=61
דירה,חיפה,דרך יד לבנים 70,3.5,1,70,3800,https://www.yad2.co.il/realestate/item/4iejdntl?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=62
דירה,חיפה,חניתה 60,3,2,70,3200,https://www.yad2.co.il/realestate/item/6hbjt665?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=63
דירה,חיפה,אחד העם 8,2,3,60,3500,https://www.yad2.co.il/realestate/item/h8zknd7d?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=63
דירה,חיפה,כרמי 7,4,3,75,5400,https://www.yad2.co.il/realestate/item/8pazlimy?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=63
דירה,חיפה,ברל כצנלסון 60,4,3,90,3750,https://www.yad2.co.il/realestate/item/17enzmdl?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=63
דירה,חיפה,בית אל 2,3.5,0,75,3100,https://www.yad2.co.il/realestate/item/fiiol63z?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=64
דירה,חיפה,פרץ מרקיש 18,3,6,75,3500,https://www.yad2.co.il/realestate/item/su7rmjix?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=65
דירה,חיפה,דרך אלנבי 82,3,4,55,35500,https://www.yad2.co.il/realestate/item/4uhvrhmq?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=65
דירה,חיפה,הפרחים 11,4,10,75,4200,https://www.yad2.co.il/realestate/item/vz9ndhb1?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=66
דירה,חיפה,התמר 16,3,1,70,3600,https://www.yad2.co.il/realestate/item/cengsevm?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=67
דירה,חיפה,אלברט איינשטיין 13,3,1,68,3200,https://www.yad2.co.il/realestate/item/1uqbx0pf?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=67
דירה,חיפה,משה גוט לוין 44,3,2,75,4000,https://www.yad2.co.il/realestate/item/xjuxuko9?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=69
דירה,חיפה,מאיר רוטברג 29,2,0,55,2700,https://www.yad2.co.il/realestate/item/0646kals?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=70
דירה,חיפה,דוד אלעזר 10,1,7,35,3500,https://www.yad2.co.il/realestate/item/4mifppxa?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=70
דירה,חיפה,פינסקר 17,4,1,100,4500,https://www.yad2.co.il/realestate/item/eev05860?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=70
דירה,חיפה,דוד פינסקי 8,4,2,105,5500,https://www.yad2.co.il/realestate/item/e1err4v0?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=73
דירה,חיפה,הפרחים 1,4,2,75,3500,https://www.yad2.co.il/realestate/item/8hjqnju7?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=73
דירה,חיפה,שדרות אבא חושי 12,4,1,100,4000,https://www.yad2.co.il/realestate/item/tzk78w9c?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=75
דירה,חיפה,ארלוזורוב 47,2,2,45,2900,https://www.yad2.co.il/realestate/item/pbx6dyvv?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=75
דירה,חיפה,השקד 5,4,5,172,6500,https://www.yad2.co.il/realestate/item/qir1y1ov?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=75
סטודיו/ לופט,חיפה,שיבת ציון 2,1,1,30,3000,https://www.yad2.co.il/realestate/item/uee81irw?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=76
דירה,חיפה,התשבי 114,3,3,75,4000,https://www.yad2.co.il/realestate/item/zfgis7ix?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=76
דירה,חיפה,אבא הלל סילבר 6,4.5,4,115,4600,https://www.yad2.co.il/realestate/item/vt39h6zh?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=77
דירה,חיפה,שדרות אליהו גולומב 29,3,1,45,3900,https://www.yad2.co.il/realestate/item/xe9wrj7q?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=77
דירה,חיפה,שער הגיא 13,3.5,0,100,4450,https://www.yad2.co.il/realestate/item/ycduprwo?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=78
דירת גן,חיפה,השלום 6,2,0,43,2300,https://www.yad2.co.il/realestate/item/1mgiec7y?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=80
דירה,חיפה,ליאון בלום 2,3,1,55,3100,https://www.yad2.co.il/realestate/item/h4396m1n?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=81
דירה,חיפה,הרצליה 32,2.5,1,58,2360,https://www.yad2.co.il/realestate/item/p9g0o8vs?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=84
דירה,חיפה,הגפן 28,2.5,2,53,2999,https://www.yad2.co.il/realestate/item/gx8ur6lj?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=84
דירה,חיפה,"מל""ל 17",4,3,90,1400,https://www.yad2.co.il/realestate/item/xu447mb2?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=85
דירת גן,חיפה,יוסף בוסל 41,4,1,120,4550,https://www.yad2.co.il/realestate/item/rmc9q5r8?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=85
דירה,חיפה,עין דור 11,1,10,37,2800,https://www.yad2.co.il/realestate/item/ov36bpqg?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=86
דירה,חיפה,חניתה 14,4,3,105,3400,https://www.yad2.co.il/realestate/item/ai72izfa?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=88
דירה,חיפה,"שדרות מח""ל 31",4,0,95,4100,https://www.yad2.co.il/realestate/item/rmz2oms7?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=88
דירה,חיפה,הלל 3,3.5,3,56,3580,https://www.yad2.co.il/realestate/item/dxxfw7r8?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=90
דירה,חיפה,שדרות אפרים קציר 15,3,7,94,5700,https://www.yad2.co.il/realestate/item/ydp2ru0g?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=91
דירה,חיפה,שדרות קיש 26,4,2,110,5500,https://www.yad2.co.il/realestate/item/2w82gojz?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=93
דירה,חיפה,בית לחם 67,3,2,120,3900,https://www.yad2.co.il/realestate/item/nu2dmy8h?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=93
דירה,חיפה,הרצל 28,2,3,38,2000,https://www.yad2.co.il/realestate/item/fjrcfxqu?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=96
דירה,חיפה,הרצל 28,2,4,38,2000,https://www.yad2.co.il/realestate/item/yzqrxx6n?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=96
דירה,חיפה,הלל 10,1.5,2,40,2250,https://www.yad2.co.il/realestate/item/pjj5v5j8?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=96
דירה,חיפה,ארלוזורוב 78,2,2,48,2550,https://www.yad2.co.il/realestate/item/5mi3qjpw?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=96
דירה,חיפה,הגליל 46,1.5,1,145,2500,https://www.yad2.co.il/realestate/item/k1z3jlta?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=97
דירה,חיפה,מסדה 18,3,1,48,2750,https://www.yad2.co.il/realestate/item/4gzklzaq?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=97
דירה,חיפה,ירושלים 20,2,1,30,2200,https://www.yad2.co.il/realestate/item/ne8bl80m?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=98
דירה,חיפה,אבא הלל סילבר 69,3,2,70,3000,https://www.yad2.co.il/realestate/item/xb13gk6b?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=100
דירה,חיפה,הקישון 12,2,2,60,2200,https://www.yad2.co.il/realestate/item/i8xxq0ev?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=100
דירה,חיפה,יפה נוף 28,5,2,126,6200,"https://www.homeless.co.il/rent/viewad,720126.aspx"
דירה,חיפה,יפה נוף,4.5,3,120,4400,"https://www.homeless.co.il/rent/viewad,716189.aspx"
דירה,חיפה,רחל,2.5,0,70,3000,"https://www.homeless.co.il/rent/viewad,715783.aspx"
דירה,חיפה,דובנוב,4,2,76,4250,"https://www.homeless.co.il/rent/viewad,709877.aspx"
דירה,חיפה,הראל,4,0,90,4200,"https://www.homeless.co.il/rent/viewad,696022.aspx"
דירה,חיפה,ביכורים,4,1,92,4600,"https://www.homeless.co.il/rent/viewad,682113.aspx"
דירה,חיפה,יציאת אירופה 4,5,13,120,7500,"https://www.homeless.co.il/rent/viewad,719329.aspx"
